MolName	MolCounts
EG11088-MONOMER[c]	137
EG11089-MONOMER[p]	508
EG11090-MONOMER[c]	0
EG11091-MONOMER[c]	140
EG11092-MONOMER[c]	8
EG11093-MONOMER[c]	1697
EG11094-MONOMER[c]	36
EG11095-MONOMER[c]	100
EG11096-MONOMER[i]	3070
EG11097-MONOMER[c]	786
EG11098-MONOMER[c]	792
EG11099-MONOMER[c]	15
EG11100-MONOMER[c]	0
EG11101-MONOMER[c]	0
EG11103-MONOMER[c]	7
EG11105-MONOMER[c]	3
EG11108-MONOMER[c]	132
EG11110-MONOMER[c]	162
EG11111-MONOMER[c]	1
EG11112-MONOMER[c]	31
EG11113-MONOMER[i]	1648
EG11116-MONOMER[c]	613
EG11117-MONOMER[c]	288
EG11118-MONOMER[c]	240
EG11119-MONOMER[c]	848
EG11120-MONOMER[c]	9
EG11121-MONOMER[c]	416
EG11122-MONOMER[i]	184
EG11123-MONOMER[i]	194
EG11124-MONOMER[o]	16
EG11125-MONOMER[c]	38
EG11126-MONOMER[c]	0
EG11127-MONOMER[c]	88
EG11128-MONOMER[c]	375
EG11129-MONOMER[c]	42
EG11130-MONOMER[i]	17
EG11131-MONOMER[c]	2
EG11132-MONOMER[c]	2
EG11133-MONOMER[o]	220
EG11134-MONOMER[c]	1
EG11136-MONOMER[c]	9
EG11137-MONOMER[c]	2041
EG11139-MONOMER[c]	310
EG11140-MONOMER[c]	11
EG11141-MONOMER[i]	10
EG11142-MONOMER[i]	7
EG11144-MONOMER[i]	70
EG11145-MONOMER[i]	10
EG11146-MONOMER[c]	17
EG11147-MONOMER[c]	686
EG11149-MONOMER[c]	18
EG11151-MONOMER[c]	3502
EG11152-MONOMER[o]	174
EG11153-MONOMER[c]	683
EG11154-MONOMER[i]	42
EG11155-MONOMER[i]	22
EG11156-MONOMER[i]	13
EG11157-MONOMER[c]	140
EG11158-MONOMER[c]	49
EG11160-MONOMER[i]	4
EG11161-MONOMER[c]	31
EG11162-MONOMER[c]	11
EG11163-MONOMER[c]	259
EG11164-MONOMER[c]	1011
EG11165-MONOMER[c]	298
EG11166-MONOMER[c]	33
EG11167-MONOMER[i]	153
EG11171-MONOMER[c]	0
EG11173-MONOMER[c]	1
EG11174-MONOMER[c]	0
EG11177-MONOMER[c]	138
EG11178-MONOMER[c]	617
EG11179-MONOMER[c]	35
EG11180-MONOMER[i]	1
EG11181-MONOMER[c]	1805
EG11182-MONOMER[c]	532
EG11183-MONOMER[c]	823
EG11184-MONOMER[p]	109
EG11186-MONOMER[i]	11
EG11187-MONOMER[c]	12
EG11188-MONOMER[c]	150
EG11189-MONOMER[c]	65
EG11191-MONOMER[c]	1
EG11192-MONOMER[c]	601
EG11193-MONOMER[c]	19
EG11195-MONOMER[c]	758
EG11196-MONOMER[c]	280
EG11199-MONOMER[c]	841
EG11201-MONOMER[c]	96
EG11202-MONOMER[c]	277
EG11203-MONOMER[c]	544
EG11206-MONOMER[m]	15
EG11207-MONOMER[c]	24
EG11208-MONOMER[c]	20
EG11209-MONOMER[i]	130
EG11210-MONOMER[c]	376
EG11211-MONOMER[c]	0
EG11212-MONOMER[c]	1
EG11213-MONOMER[c]	426
EG11214-MONOMER[p]	476
EG11215-MONOMER[i]	16
EG11217-MONOMER[p]	342
EG11219-MONOMER[p]	48
EG11222-MONOMER[c]	29
EG11224-MONOMER[s]	287
EG11231-MONOMER[c]	7533
EG11232-MONOMER[c]	1491
EG11234-MONOMER[c]	0
EG11235-MONOMER[c]	119
EG11236-MONOMER[c]	1
EG11237-MONOMER[p]	23
EG11238-MONOMER[c]	114
EG11239-MONOMER[c]	323
EG11241-MONOMER[c]	3
EG11244-MONOMER[p]	882
EG11245-MONOMER[c]	1
EG11246-MONOMER[c]	699
EG11247-MONOMER[c]	29
EG11249-MONOMER[c]	0
EG11250-MONOMER[c]	27
EG11251-MONOMER[c]	85
EG11252-MONOMER[c]	51
EG11253-MONOMER[p]	46
EG11254-MONOMER[c]	1
EG11255-MONOMER[c]	30
EG11256-MONOMER[c]	511
EG11257-MONOMER[i]	13
EG11259-MONOMER[c]	286
EG11260-MONOMER[c]	45
EG11261-MONOMER[c]	1
EG11263-MONOMER[i]	35
EG11266-MONOMER[c]	3
EG11267-MONOMER[i]	9
EG11268-MONOMER[c]	484
EG11269-MONOMER[c]	0
EG11270-MONOMER[i]	67
EG11271-MONOMER[c]	0
EG11272-MONOMER[c]	0
EG11274-MONOMER[c]	0
EG11275-MONOMER[c]	6
EG11276-MONOMER[c]	0
EG11277-MONOMER[c]	0
EG11279-MONOMER[c]	193
EG11280-MONOMER[c]	0
EG11281-MONOMER[c]	0
EG11285-MONOMER[c]	28
EG11287-MONOMER[c]	36
EG11288-MONOMER[c]	64
EG11289-MONOMER[c]	3
EG11290-MONOMER[i]	12
EG11291-MONOMER[c]	282
EG11292-MONOMER[c]	39
EG11293-MONOMER[o]	704
EG11294-MONOMER[c]	0
EG11295-MONOMER[i]	90
EG11296-MONOMER[c]	72
EG11298-MONOMER[c]	1
EG11299-MONOMER[c]	143
EG11300-MONOMER[c]	9
EG11301-MONOMER[c]	10
EG11302-MONOMER[c]	36
EG11303-MONOMER[c]	0
EG11304-MONOMER[c]	9
EG11305-MONOMER[i]	352
EG11306-MONOMER[c]	1
EG11309-MONOMER[c]	47
EG11310-MONOMER[p]	4
EG11311-MONOMER[c]	32
EG11312-MONOMER[c]	0
EG11315-MONOMER[c]	1
EG11320-MONOMER[c]	134
EG11323-MONOMER[c]	1007
EG11333-MONOMER[c]	170
EG11334-MONOMER[i]	17
EG11336-MONOMER[p]	12
EG11338-MONOMER[c]	678
EG11339-MONOMER[c]	82
EG11340-MONOMER[c]	41
EG11341-MONOMER[c]	77
EG11342-MONOMER[i]	23
EG11344-MONOMER[c]	478
EG11345-MONOMER[c]	203
EG11346-MONOMER[s]	830
EG11350-MONOMER[i]	11
EG11351-MONOMER[c]	42
EG11352-MONOMER[c]	26
EG11353-MONOMER[c]	44
EG11354-MONOMER[i]	98
EG11355-MONOMER[c]	3475
EG11356-MONOMER[c]	2520
EG11357-MONOMER[c]	13
EG11359-MONOMER[i]	27
EG11360-MONOMER[p]	430
EG11361-MONOMER[i]	48
EG11362-MONOMER[c]	13
EG11364-MONOMER[o]	3
EG11371-MONOMER[i]	5
EG11372-MONOMER[c]	0
EG11373-MONOMER[c]	2
EG11376-MONOMER[p]	124
EG11378-MONOMER[c]	0
EG11381-MONOMER[c]	397
EG11383-MONOMER[c]	281
EG11384-MONOMER[c]	45150
EG11385-MONOMER[c]	0
EG11386-MONOMER[c]	26
EG11388-MONOMER[c]	2199
EG11389-MONOMER[c]	1300
EG11390-MONOMER[i]	15727
EG11391-MONOMER[p]	2038
EG11394-MONOMER[c]	178
EG11395-MONOMER[i]	525
EG11396-MONOMER[i]	1
EG11398-MONOMER[p]	1
EG11399-MONOMER[p]	380
EG11400-MONOMER[i]	14
EG11401-MONOMER[p]	199
EG11404-MONOMER[c]	1331
EG11410-MONOMER[c]	620
EG11412-MONOMER[c]	41
EG11413-MONOMER[c]	2
EG11414-MONOMER[c]	0
EG11415-MONOMER[c]	3
EG11422-MONOMER[c]	124
EG11423-MONOMER[m]	67
EG11424-MONOMER[i]	130
EG11425-MONOMER[c]	47
EG11426-MONOMER[i]	25
EG11429-MONOMER[c]	99
EG11430-MONOMER[c]	1
EG11431-MONOMER[c]	180
EG11432-MONOMER[c]	147
EG11433-MONOMER[c]	616
EG11436-MONOMER[c]	62
EG11437-MONOMER[c]	1
EG11438-MONOMER[c]	862
EG11440-MONOMER[c]	1173
EG11441-MONOMER[c]	586
EG11445-MONOMER[c]	7
EG11447-MONOMER[c]	0
EG11449-MONOMER[c]	125
EG11450-MONOMER[c]	1712
EG11462-MONOMER[p]	15
EG11464-MONOMER[c]	13
EG11465-MONOMER[i]	2
EG11466-MONOMER[i]	37
EG11467-MONOMER[c]	405
EG11470-MONOMER[c]	235
EG11471-MONOMER[i]	42
EG11472-MONOMER[c]	12
EG11474-MONOMER[c]	38
EG11479-MONOMER[i]	0
EG11481-MONOMER[c]	47
EG11484-MONOMER[c]	39
EG11486-MONOMER[i]	14
EG11488-MONOMER[c]	43
EG11489-MONOMER[j]	62
EG11494-MONOMER[c]	57
EG11495-MONOMER[i]	59
EG11496-MONOMER[c]	7
EG11497-MONOMER[c]	421
EG11498-MONOMER[c]	15
EG11499-MONOMER[i]	7
EG11500-MONOMER[c]	34
EG11503-MONOMER[c]	66
EG11505-MONOMER[c]	1982
EG11506-MONOMER[i]	0
EG11507-MONOMER[c]	374
EG11508-MONOMER[c]	2069
EG11509-MONOMER[m]	6
EG11511-MONOMER[c]	0
EG11512-MONOMER[i]	119
EG11514-MONOMER[m]	217
EG11515-MONOMER[p]	11
EG11516-MONOMER[c]	135
EG11517-MONOMER[c]	1
EG11519-MONOMER[c]	391
EG11520-MONOMER[i]	5
EG11521-MONOMER[i]	272
EG11522-MONOMER[i]	7
EG11523-MONOMER[p]	7
EG11524-MONOMER[c]	1
EG11525-MONOMER[c]	8
EG11526-MONOMER[c]	1
EG11529-MONOMER[i]	115
EG11533-MONOMER[i]	167
EG11534-MONOMER[c]	0
EG11535-MONOMER[c]	0
EG11536-MONOMER[i]	10
EG11537-MONOMER[c]	371
EG11538-MONOMER[c]	65
EG11544-MONOMER[c]	0
EG11545-MONOMER[s]	3193
EG11547-MONOMER[c]	1
EG11548-MONOMER[c]	4
EG11549-MONOMER[c]	1
EG11551-MONOMER[c]	12
EG11552-MONOMER[i]	14
EG11554-MONOMER[c]	8068
EG11562-MONOMER[c]	3
EG11563-MONOMER[c]	5
EG11564-MONOMER[c]	8
EG11565-MONOMER[c]	4
EG11568-MONOMER[i]	0
EG11569-MONOMER[e]	544
EG11570-MONOMER[i]	78
EG11571-MONOMER[i]	13
EG11578-MONOMER[c]	83
EG11579-MONOMER[c]	30
EG11580-MONOMER[c]	0
EG11581-MONOMER[c]	2089
EG11591-MONOMER[c]	12
EG11592-MONOMER[c]	2300
EG11594-MONOMER[c]	23
EG11595-MONOMER[c]	58
EG11597-MONOMER[c]	1
EG11598-MONOMER[c]	124
EG11599-MONOMER[p]	48
EG11600-MONOMER[c]	212
EG11601-MONOMER[c]	377
EG11603-MONOMER[c]	97
EG11604-MONOMER[c]	4
EG11605-MONOMER[c]	51
EG11607-MONOMER[c]	3502
EG11611-MONOMER[c]	27
EG11613-MONOMER[i]	7
EG11619-MONOMER[c]	220
EG11620-MONOMER[c]	1651
EG11634-MONOMER[c]	13
EG11635-MONOMER[c]	9
EG11637-MONOMER[i]	41
EG11639-MONOMER[i]	63
EG11643-MONOMER[c]	1
EG11644-MONOMER[p]	27
EG11645-MONOMER[c]	30
EG11646-MONOMER[c]	0
EG11649-MONOMER[c]	131
EG11650-MONOMER[c]	234
EG11651-MONOMER[c]	2
EG11652-MONOMER[i]	1
EG11653-MONOMER[c]	351
EG11656-MONOMER[s]	9
EG11659-MONOMER[i]	1141
EG11660-MONOMER[i]	179
EG11661-MONOMER[c]	331
EG11662-MONOMER[c]	12
EG11663-MONOMER[c]	1
EG11664-MONOMER[c]	302
EG11665-MONOMER[i]	137
EG11666-MONOMER[c]	0
EG11671-MONOMER[i]	3
EG11674-MONOMER[i]	113
EG11676-MONOMER[c]	0
EG11678-MONOMER[j]	13
EG11681-MONOMER[c]	1108
EG11682-MONOMER[c]	744
EG11683-MONOMER[i]	18
EG11684-MONOMER[p]	60
EG11685-MONOMER[c]	1
EG11688-MONOMER[i]	103
EG11690-MONOMER[c]	47
EG11691-MONOMER[i]	1
EG11692-MONOMER[c]	0
EG11694-MONOMER[c]	19
EG11695-MONOMER[i]	55
EG11696-MONOMER[i]	34
EG11697-MONOMER[i]	57
EG11702-MONOMER[c]	1
EG11703-MONOMER[i]	0
EG11705-MONOMER[c]	13
EG11707-MONOMER[c]	10
EG11708-MONOMER[c]	15
EG11711-MONOMER[c]	11
EG11712-MONOMER[i]	219
EG11713-MONOMER[c]	94
EG11714-MONOMER[c]	8
EG11719-MONOMER[i]	1
EG11721-MONOMER[c]	22
EG11722-MONOMER[c]	32
EG11723-MONOMER[c]	0
EG11724-MONOMER[i]	430
EG11725-MONOMER[c]	80
EG11726-MONOMER[i]	65
EG11727-MONOMER[c]	34
EG11728-MONOMER[c]	15
EG11729-MONOMER[p]	11
EG11730-MONOMER[c]	11
EG11731-MONOMER[c]	3
EG11733-MONOMER[c]	256
EG11734-MONOMER[c]	333
EG11735-MONOMER[c]	0
EG11736-MONOMER[c]	436
EG11738-MONOMER[c]	273
EG11739-MONOMER[i]	1
EG11740-MONOMER[o]	4
EG11741-MONOMER[c]	4
EG11743-MONOMER[o]	179
EG11744-MONOMER[i]	156
EG11748-MONOMER[c]	4
EG11749-MONOMER[p]	12
EG11750-MONOMER[c]	29
EG11757-MONOMER[c]	0
EG11758-MONOMER[c]	27
EG11759-MONOMER[c]	265
EG11760-MONOMER[i]	10
EG11761-MONOMER[c]	1
EG11762-MONOMER[c]	185
EG11763-MONOMER[c]	14
EG11764-MONOMER[i]	16
EG11765-MONOMER[i]	17
EG11766-MONOMER[c]	10
EG11768-MONOMER[c]	33
EG11769-MONOMER[p]	30
EG11770-MONOMER[i]	0
EG11775-MONOMER[c]	264
EG11776-MONOMER[c]	285
EG11777-MONOMER[c]	0
EG11778-MONOMER[c]	6
EG11779-MONOMER[c]	412
EG11780-MONOMER[i]	9
EG11782-MONOMER[c]	2378
EG11783-MONOMER[c]	166
EG11784-MONOMER[c]	1505
EG11785-MONOMER[c]	25
EG11786-MONOMER[c]	389
EG11790-MONOMER[c]	8
EG11793-MONOMER[i]	96
EG11794-MONOMER[c]	191
EG11796-MONOMER[c]	89
EG11798-MONOMER[i]	16
EG11800-MONOMER[i]	0
EG11802-MONOMER[c]	16
EG11803-MONOMER[c]	16
EG11804-MONOMER[c]	22
EG11805-MONOMER[c]	79
EG11806-MONOMER[i]	57
EG11807-MONOMER[e]	85
EG11808-MONOMER[c]	1238
EG11811-MONOMER[c]	3
EG11812-MONOMER[c]	4
EG11815-MONOMER[i]	0
EG11816-MONOMER[c]	1
EG11817-MONOMER[c]	79
EG11820-MONOMER[p]	439
EG11822-MONOMER[c]	39
EG11824-MONOMER[i]	101
EG11825-MONOMER[c]	176
EG11826-MONOMER[i]	11
EG11828-MONOMER[c]	0
EG11829-MONOMER[c]	45
EG11830-MONOMER[c]	1185
EG11831-MONOMER[c]	52
EG11832-MONOMER[i]	7
EG11833-MONOMER[i]	34
EG11835-MONOMER[c]	0
EG11837-MONOMER[c]	2818
EG11838-MONOMER[c]	31
EG11839-MONOMER[c]	19
EG11843-MONOMER[c]	5
EG11844-MONOMER[c]	11
EG11845-MONOMER[c]	3
EG11846-MONOMER[c]	15
EG11847-MONOMER[c]	3
EG11848-MONOMER[c]	13
EG11849-MONOMER[c]	37
EG11850-MONOMER[c]	82
EG11851-MONOMER[i]	15
EG11852-MONOMER[c]	0
EG11853-MONOMER[c]	205
EG11854-MONOMER[c]	2
EG11855-MONOMER[c]	24
EG11859-MONOMER[c]	0
EG11860-MONOMER[p]	9
EG11861-MONOMER[c]	2
EG11862-MONOMER[c]	12
EG11865-MONOMER[c]	0
EG11870-MONOMER[c]	140
EG11874-MONOMER[p]	156
EG11875-MONOMER[i]	67
EG11876-MONOMER[c]	211
EG11877-MONOMER[c]	485
EG11878-MONOMER[c]	0
EG11879-MONOMER[c]	0
EG11881-MONOMER[c]	1
EG11882-MONOMER[p]	7
EG11884-MONOMER[c]	0
EG11885-MONOMER[p]	1185
EG11886-MONOMER[i]	223
EG11888-MONOMER[c]	0
EG11889-MONOMER[c]	9
EG11890-MONOMER[o]	47
EG11891-MONOMER[i]	24
EG11892-MONOMER[c]	76
EG11894-MONOMER[c]	1671
EG11895-MONOMER[i]	383
EG11899-MONOMER[c]	18
EG11900-MONOMER[c]	13
EG11901-MONOMER[c]	0
EG11902-MONOMER[i]	8
EG11903-MONOMER[i]	12
EG11905-MONOMER[c]	12
EG11906-MONOMER[c]	0
EG11910-MONOMER[c]	14
EG11911-MONOMER[c]	9
EG11912-MONOMER[c]	14
EG11913-MONOMER[c]	54
EG11914-MONOMER[i]	311
EG11915-MONOMER[c]	55
EG11916-MONOMER[c]	497
EG11917-MONOMER[i]	3
EG11918-MONOMER[p]	14
EG11919-MONOMER[i]	51
EG11920-MONOMER[c]	28
EG11921-MONOMER[c]	238
EG11922-MONOMER[c]	181
EG11923-MONOMER[p]	54
EG11924-MONOMER[i]	5
EG11925-MONOMER[p]	1
EG11926-MONOMER[o]	2
EG11927-MONOMER[c]	10
EG11928-MONOMER[c]	49
EG11929-MONOMER[c]	1
EG11930-MONOMER[c]	0
EG11931-MONOMER[c]	2
EG11932-MONOMER[c]	225
EG11933-MONOMER[i]	16
EG11935-MONOMER[c]	197
EG11936-MONOMER[c]	213
EG11937-MONOMER[i]	125
EG11938-MONOMER[i]	25
EG11939-MONOMER[i]	358
EG11941-MONOMER[c]	3
EG11948-MONOMER[i]	6
EG11949-MONOMER[p]	5
EG11950-MONOMER[i]	11
EG11951-MONOMER[p]	145
EG11952-MONOMER[e]	0
EG11954-MONOMER[i]	8
EG11955-MONOMER[p]	5
EG11956-MONOMER[c]	19
EG11957-MONOMER[c]	19
EG11962-MONOMER[c]	19
EG11964-MONOMER[c]	1632
EG11966-MONOMER[c]	9
EG11967-MONOMER[s]	1612
EG11969-MONOMER[c]	110
EG11970-MONOMER[c]	25
EG11972-MONOMER[o]	7
EG11973-MONOMER[p]	3
EG11974-MONOMER[e]	87
EG11975-MONOMER[s]	205
EG11976-MONOMER[s]	471
EG11977-MONOMER[s]	67
EG11982-MONOMER[i]	17
EG11983-MONOMER[c]	303
EG11984-MONOMER[i]	129
EG11985-MONOMER[i]	79
EG11986-MONOMER[c]	425
EG11987-MONOMER[l]	3
EG11988-MONOMER[c]	4
EG11989-MONOMER[p]	0
EG11990-MONOMER[l]	1
EG11991-MONOMER[p]	78
EG11992-MONOMER[c]	8
EG11995-MONOMER[c]	10
EG11998-MONOMER[c]	5
EG11999-MONOMER[c]	4
EG12002-MONOMER[c]	2
EG12003-MONOMER[c]	5
EG12004-MONOMER[p]	12
EG12005-MONOMER[c]	308
EG12006-MONOMER[c]	41
EG12007-MONOMER[i]	15
EG12008-MONOMER[c]	58
EG12013-MONOMER[p]	179
EG12015-MONOMER[p]	231
EG12016-MONOMER[i]	36
EG12017-MONOMER[i]	71
EG12019-MONOMER[c]	36
EG12020-MONOMER[o]	2
EG12021-MONOMER[c]	0
EG12022-MONOMER[c]	9
EG12023-MONOMER[i]	26
EG12024-MONOMER[i]	24
EG12025-MONOMER[i]	16
EG12026-MONOMER[c]	2
EG12027-MONOMER[i]	24
EG12028-MONOMER[c]	13
EG12030-MONOMER[c]	1
EG12031-MONOMER[c]	3
EG12033-MONOMER[c]	4
EG12035-MONOMER[c]	1317
EG12036-MONOMER[c]	55
EG12042-MONOMER[c]	536
EG12043-MONOMER[c]	3004
EG12044-MONOMER[c]	684
EG12045-MONOMER[c]	38
EG12048-MONOMER[c]	480
EG12049-MONOMER[i]	46
EG12051-MONOMER[o]	0
EG12052-MONOMER[i]	15
EG12053-MONOMER[i]	29
EG12054-MONOMER[i]	0
EG12069-MONOMER[i]	297
EG12073-MONOMER[c]	22
EG12080-MONOMER[c]	13
EG12081-MONOMER[i]	13
EG12094-MONOMER[c]	51
EG12096-MONOMER[c]	0
EG12097-MONOMER[c]	60
EG12098-MONOMER[c]	459
EG12099-MONOMER[c]	4685
EG12101-MONOMER[c]	472
EG12103-MONOMER[c]	766
EG12104-MONOMER[c]	91
EG12105-MONOMER[c]	56
EG12106-MONOMER[c]	28
EG12107-MONOMER[i]	3
EG12108-MONOMER[c]	10
EG12110-MONOMER[c]	244
EG12111-MONOMER[e]	533
EG12113-MONOMER[o]	27
EG12114-MONOMER[c]	691
EG12115-MONOMER[c]	82
EG12116-MONOMER[c]	161
EG12117-MONOMER[o]	17218
EG12119-MONOMER[c]	165
EG12120-MONOMER[c]	110
EG12121-MONOMER[c]	58
EG12122-MONOMER[c]	83
EG12123-MONOMER[c]	166
EG12128-MONOMER[i]	198
EG12130-MONOMER[c]	245
EG12131-MONOMER[c]	142
EG12132-MONOMER[c]	2
EG12133-MONOMER[c]	129
EG12134-MONOMER[i]	25
EG12137-MONOMER[o]	114
EG12138-MONOMER[i]	17
EG12139-MONOMER[i]	72
EG12140-MONOMER[c]	41
EG12146-MONOMER[c]	2
EG12147-MONOMER[c]	180
EG12154-MONOMER[i]	13
EG12155-MONOMER[c]	2
EG12158-MONOMER[c]	433
EG12159-MONOMER[c]	2873
EG12161-MONOMER[o]	0
EG12163-MONOMER[c]	280
EG12165-MONOMER[c]	1
EG12166-MONOMER[c]	51
EG12167-MONOMER[c]	51
EG12169-MONOMER[i]	0
EG12171-MONOMER[c]	13
EG12172-MONOMER[c]	1
EG12173-MONOMER[i]	15
EG12176-MONOMER[c]	304
EG12177-MONOMER[c]	1
EG12179-MONOMER[c]	76997
EG12180-MONOMER[e]	0
EG12181-MONOMER[c]	0
EG12182-MONOMER[p]	2778
EG12188-MONOMER[c]	153
EG12190-MONOMER[c]	33
EG12193-MONOMER[c]	0
EG12194-MONOMER[c]	118
EG12195-MONOMER[c]	30
EG12196-MONOMER[c]	4
EG12197-MONOMER[c]	1101
EG12198-MONOMER[c]	40
EG12200-MONOMER[c]	24
EG12201-MONOMER[c]	54
EG12202-MONOMER[c]	0
EG12203-MONOMER[c]	210
EG12204-MONOMER[c]	34719
EG12205-MONOMER[c]	1
EG12207-MONOMER[c]	223
EG12208-MONOMER[c]	43
EG12209-MONOMER[i]	258
EG12210-MONOMER[c]	101
EG12211-MONOMER[c]	198
EG12212-MONOMER[i]	193
EG12213-MONOMER[i]	149
EG12214-MONOMER[i]	114
EG12216-MONOMER[c]	325
EG12217-MONOMER[i]	46
EG12220-MONOMER[i]	31
EG12221-MONOMER[c]	103
EG12224-MONOMER[i]	72
EG12225-MONOMER[c]	7
EG12226-MONOMER[c]	0
EG12227-MONOMER[c]	1
EG12229-MONOMER[p]	44
EG12231-MONOMER[i]	106
EG12233-MONOMER[c]	35
EG12234-MONOMER[c]	229
EG12235-MONOMER[c]	1
EG12237-MONOMER[c]	23
EG12238-MONOMER[c]	5
EG12240-MONOMER[i]	0
EG12242-MONOMER[c]	42
EG12243-MONOMER[c]	15
EG12244-MONOMER[p]	8
EG12246-MONOMER[c]	25
EG12247-MONOMER[c]	14
EG12248-MONOMER[i]	74
EG12251-MONOMER[i]	193
EG12252-MONOMER[c]	1494
EG12254-MONOMER[p]	107
EG12256-MONOMER[i]	20
EG12257-MONOMER[p]	8
EG12258-MONOMER[e]	3
EG12259-MONOMER[i]	11
EG12260-MONOMER[i]	0
EG12261-MONOMER[c]	51
EG12262-MONOMER[c]	17
EG12263-MONOMER[c]	94
EG12264-MONOMER[i]	311
EG12265-MONOMER[i]	67
EG12267-MONOMER[i]	17
EG12269-MONOMER[o]	82
EG12270-MONOMER[c]	86
EG12271-MONOMER[o]	230
EG12273-MONOMER[i]	715
EG12274-MONOMER[i]	25
EG12277-MONOMER[i]	79
EG12278-MONOMER[c]	140
EG12279-MONOMER[c]	1
EG12280-MONOMER[c]	0
EG12282-MONOMER[i]	2
EG12283-MONOMER[p]	0
EG12285-MONOMER[c]	6
EG12286-MONOMER[c]	10
EG12287-MONOMER[c]	23
EG12288-MONOMER[o]	10
EG12289-MONOMER[c]	25
EG12290-MONOMER[i]	5
EG12291-MONOMER[i]	3
EG12293-MONOMER[c]	2
EG12295-MONOMER[i]	1223
EG12297-MONOMER[i]	50
EG12298-MONOMER[p]	1005
EG12303-MONOMER[c]	408
EG12308-MONOMER[c]	23
EG12309-MONOMER[c]	1
EG12310-MONOMER[c]	0
EG12311-MONOMER[c]	984
EG12312-MONOMER[c]	54
EG12313-MONOMER[c]	0
EG12314-MONOMER[c]	659
EG12315-MONOMER[i]	17
EG12318-MONOMER[p]	319
EG12319-MONOMER[c]	3
EG12323-MONOMER[c]	27
EG12325-MONOMER[j]	10
EG12326-MONOMER[j]	14
EG12327-MONOMER[j]	6
EG12328-MONOMER[j]	5
EG12329-MONOMER[i]	21
EG12330-MONOMER[c]	21
EG12332-MONOMER[c]	1
EG12333-MONOMER[i]	17
EG12334-MONOMER[p]	8
EG12335-MONOMER[c]	33
EG12336-MONOMER[c]	1353
EG12337-MONOMER[i]	37
EG12338-MONOMER[c]	2
EG12339-MONOMER[c]	114
EG12341-MONOMER[c]	859
EG12342-MONOMER[c]	26
EG12344-MONOMER[c]	5
EG12345-MONOMER[c]	1
EG12347-MONOMER[i]	140
EG12352-MONOMER[c]	2063
EG12354-MONOMER[c]	10
EG12356-MONOMER[c]	7
EG12357-MONOMER[c]	9
EG12359-MONOMER[e]	3
EG12360-MONOMER[c]	159
EG12363-MONOMER[e]	6
EG12364-MONOMER[c]	54
EG12365-MONOMER[c]	149
EG12366-MONOMER[c]	0
EG12370-MONOMER[c]	19
EG12371-MONOMER[s]	0
EG12372-MONOMER[c]	2
EG12373-MONOMER[c]	22
EG12374-MONOMER[c]	79
EG12375-MONOMER[i]	14
EG12376-MONOMER[i]	85
EG12378-MONOMER[c]	194
EG12379-MONOMER[c]	32
EG12384-MONOMER[c]	4
EG12385-MONOMER[i]	98
EG12386-MONOMER[c]	91
EG12387-MONOMER[c]	24
EG12388-MONOMER[e]	3
EG12391-MONOMER[c]	1
EG12394-MONOMER[c]	1069
EG12395-MONOMER[i]	87
EG12396-MONOMER[i]	12
EG12397-MONOMER[p]	55
EG12399-MONOMER[c]	89
EG12401-MONOMER[c]	370
EG12402-MONOMER[c]	61
EG12403-MONOMER[c]	111
EG12404-MONOMER[c]	1544
EG12405-MONOMER[o]	13
EG12406-MONOMER[c]	23
EG12407-MONOMER[c]	179
EG12409-MONOMER[c]	16
EG12410-MONOMER[c]	1
EG12421-MONOMER[c]	766
EG12422-MONOMER[p]	372
EG12424-MONOMER[c]	28
EG12428-MONOMER[c]	492
EG12429-MONOMER[c]	4
EG12431-MONOMER[c]	209
EG12432-MONOMER[c]	6
EG12433-MONOMER[c]	546
EG12434-MONOMER[o]	619
EG12436-MONOMER[i]	89
EG12438-MONOMER[c]	0
EG12440-MONOMER[c]	435
EG12443-MONOMER[c]	1103
EG12444-MONOMER[o]	11
EG12445-MONOMER[i]	19
EG12446-MONOMER[c]	68
EG12448-MONOMER[p]	20
EG12449-MONOMER[c]	478
EG12450-MONOMER[c]	12
EG12454-MONOMER[c]	533
EG12455-MONOMER[i]	12
EG12600-MONOMER[c]	1
EG12605-MONOMER[c]	370
EG12609-MONOMER[c]	13
EG12610-MONOMER[c]	102
EG12611-MONOMER[c]	858
EG12624-MONOMER[c]	283
EG12633-MONOMER[c]	1
EG12634-MONOMER[c]	2
EG12656-MONOMER[c]	1
EG12657-MONOMER[c]	1
EG12658-MONOMER[i]	12
EG12666-MONOMER[c]	16
EG12689-MONOMER[c]	974
EG12690-MONOMER[c]	89
EG12691-MONOMER[c]	38
EG12692-MONOMER[c]	56
EG12693-MONOMER[c]	38
EG12694-MONOMER[c]	25
EG12702-MONOMER[c]	7
EG12703-MONOMER[c]	1033
EG12704-MONOMER[p]	14
EG12705-MONOMER[p]	82
EG12707-MONOMER[i]	262
EG12708-MONOMER[i]	15
EG12709-MONOMER[i]	55
EG12710-MONOMER[c]	26
EG12712-MONOMER[c]	4614
EG12713-MONOMER[i]	36
EG12717-MONOMER[c]	446
EG12794-MONOMER[c]	4202
EG12799-MONOMER[i]	176
EG12830-MONOMER[c]	205
EG12842-MONOMER[i]	7
EG12843-MONOMER[i]	111
EG12844-MONOMER[c]	0
EG12845-MONOMER[c]	1
EG12850-MONOMER[o]	2
