MolName	MolCounts
EG12851-MONOMER[c]	259
EG12854-MONOMER[p]	838
EG12855-MONOMER[c]	1
EG12857-MONOMER[c]	772
EG12859-MONOMER[p]	237
EG12860-MONOMER[c]	116
EG12861-MONOMER[c]	539
EG12865-MONOMER[c]	93
EG12866-MONOMER[c]	3307
EG12867-MONOMER[p]	10
EG12868-MONOMER[c]	982
EG12870-MONOMER[i]	44
EG12874-MONOMER[o]	21
EG12875-MONOMER[e]	535
EG12876-MONOMER[c]	259
EG12877-MONOMER[c]	3
EG12878-MONOMER[i]	2
EG12879-MONOMER[c]	431
EG12880-MONOMER[i]	14
EG12881-MONOMER[c]	21
EG12933-MONOMER[i]	32
EG13217-MONOMER[p]	32
EG13236-MONOMER[c]	3
EG20249-MONOMER[c]	82
EG20253-MONOMER[c]	80
EG50001-MONOMER[c]	1467
EG50002-MONOMER[c]	19577
EG50003-MONOMER[c]	92683
EG50004-MONOMER[c]	13625
EMRB-MONOMER[i]	0
EMRD-MONOMER[i]	4
EMRE-MONOMER[i]	1
EMRY-MONOMER[i]	0
ENOLASE-MONOMER[c]	1
ENOYL-ACP-REDUCT-NADH-MONOMER[c]	3
ENTA-MONOMER[c]	2
ENTB-MONOMER[c]	2167
ENTC-MONOMER[c]	2480
ENTD-MONOMER[i]	532
ENTE-MONOMER[i]	1
ENTF-MONOMER[c]	1145
ENVZ-MONOMER[i]	0
ERYTH4PDEHYDROG-MONOMER[c]	0
ERYTHRON4PDEHYDROG-MONOMER[c]	384
EUTB-MONOMER[c]	209
EUTC-MONOMER[c]	3
EVGA-MONOMER[c]	274
EVGS-MONOMER[i]	27
EXUT-MONOMER[i]	21
F16B-MONOMER[c]	3
FABA-MONOMER[c]	0
FABB-MONOMER[c]	1
FABH-MONOMER[c]	1
FABZ-MONOMER[c]	1
FADA-MONOMER[c]	0
FADB-MONOMER[c]	1
FCL-MONOMER[c]	0
FDNG-MONOMER[p]	0
FDNH-MONOMER[i]	8
FDNI-MONOMER[i]	8
FDOG-MONOMER[c]	3
FDOH-MONOMER[i]	0
FDOI-MONOMER[i]	2
FECB-MONOMER[p]	150
FECC-MONOMER[i]	33
FECD-MONOMER[i]	0
FECE-MONOMER[i]	20
FEOB-MONOMER[i]	180
FEPB-MONOMER[i]	605
FEPC-MONOMER[i]	10
FEPD-MONOMER[i]	12
FEPG-MONOMER[i]	0
FERREDOXIN-MONOMER[c]	1461
FGAMSYN-MONOMER[c]	681
FHUB-MONOMER[i]	1
FHUC-MONOMER[i]	60
FHUD-MONOMER[p]	84
FLAVODOXIN1-MONOMER[c]	3304
FLAVODOXIN2-MONOMER[c]	371
FLAVONADPREDUCT-MONOMER[c]	455
FLGB-FLAGELLAR-MOTOR-ROD-PROTEIN[s]	5634
FLGC-FLAGELLAR-MOTOR-ROD-PROTEIN[s]	3435
FLGF-FLAGELLAR-MOTOR-ROD-PROTEIN[s]	1616
FLGG-FLAGELLAR-MOTOR-ROD-PROTEIN[s]	2633
FLGH-FLAGELLAR-L-RING[s]	835
FLGI-FLAGELLAR-P-RING[s]	622
FLIF-FLAGELLAR-MS-RING[s]	664
FLIG-FLAGELLAR-SWITCH-PROTEIN[s]	81
FLIM-FLAGELLAR-C-RING-SWITCH[s]	9
FLIN-FLAGELLAR-C-RING-SWITCH[s]	691
FMNREDUCT-MONOMER[c]	285
FOCA-MONOMER[i]	1
FOCB-MONOMER[i]	41
FOLC-MONOMER[c]	227
FOLD-MONOMER[c]	1
FORMATEDEHYDROGH-MONOMER[c]	0
FORMYLTHFDEFORMYL-MONOMER[c]	5
FPPSYN-MONOMER[c]	204
FRUA-MONOMER[i]	1
FRUB-MONOMER[i]	45
FRUCBISALD-CLASSI-MONOMER[c]	9
FRUCTBISALD-CLASSII-MONOMER[c]	1
FRVA-MONOMER[c]	3
FRVB-MONOMER[i]	0
FRWB-MONOMER[c]	3
FRWC-MONOMER[i]	0
FSR-MONOMER[i]	67
FTSE-MONOMER[i]	1
FTSX-MONOMER[i]	34
FUC4NACTRANS-MONOMER[i]	0
FUCISOM-MONOMER[c]	1
FUCP-MONOMER[i]	2
FUCPALDOL-MONOMER[c]	3
FUCULOKIN-MONOMER[c]	18
FUM-FE-S[i]	7
FUM-FLAVO[i]	17
FUM-MEMB1[i]	0
FUM-MEMB2[i]	24
FUMA-MONOMER[c]	1
FUMB-MONOMER[c]	0
FUMC-MONOMER[c]	2
G357-MONOMER[p]	1022
G360-MONOMER[o]	4597
G361-MONOMER[s]	2295
G366-MONOMER[p]	625
G369-MONOMER[c]	2175
G370-MONOMER[i]	152
G377-MONOMER[i]	167
G378-MONOMER[s]	351
G379-MONOMER[j]	596
G495-MONOMER[c]	533
G6081-MONOMER[p]	58
G6082-MONOMER[c]	7
G6083-MONOMER[c]	145
G6086-MONOMER[c]	41
G6087-MONOMER[c]	16
G6088-MONOMER[c]	1
G6093-MONOMER[e]	427
G6095-MONOMER[c]	88
G6096-MONOMER[c]	94
G6097-MONOMER[c]	340
G6098-MONOMER[c]	175
G6100-MONOMER[c]	33
G6101-MONOMER[p]	16
G6102-MONOMER[i]	3
G6103-MONOMER[c]	44
G6104-MONOMER[p]	0
G6106-MONOMER[c]	3
G6107-MONOMER[c]	154
G6108-MONOMER[p]	775
G6109-MONOMER[c]	0
G6110-MONOMER[c]	175
G6111-MONOMER[p]	5
G6112-MONOMER[c]	62
G6113-MONOMER[i]	0
G6114-MONOMER[o]	5
G6115-MONOMER[c]	11
G6116-MONOMER[c]	39
G6117-MONOMER[c]	46
G6118-MONOMER[c]	27
G6119-MONOMER[c]	3
G6120-MONOMER[c]	30
G6121-MONOMER[c]	28
G6122-MONOMER[c]	9
G6123-MONOMER[c]	152
G6124-MONOMER[c]	32
G6125-MONOMER[c]	368
G6126-MONOMER[i]	32
G6127-MONOMER[c]	23
G6128-MONOMER[m]	44
G6129-MONOMER[c]	26
G6130-MONOMER[c]	53
G6131-MONOMER[c]	146
G6132-MONOMER[c]	96
G6133-MONOMER[c]	3
G6137-MONOMER[i]	0
G6138-MONOMER[c]	0
G6139-MONOMER[c]	37
G6140-MONOMER[c]	0
G6141-MONOMER[c]	9
G6143-MONOMER[c]	27
G6144-MONOMER[c]	27
G6147-MONOMER[c]	26
G6148-MONOMER[c]	27
G6149-MONOMER[c]	14
G6150-MONOMER[c]	4
G6151-MONOMER[c]	2900
G6152-MONOMER[c]	277
G6153-MONOMER[c]	21
G6154-MONOMER[c]	1
G6155-MONOMER[c]	3
G6156-MONOMER[p]	0
G6157-MONOMER[p]	5
G6158-MONOMER[i]	2041
G6159-MONOMER[i]	84
G6160-MONOMER[i]	25
G6161-MONOMER[p]	22
G6162-MONOMER[o]	6
G6163-MONOMER[p]	8
G6164-MONOMER[p]	74
G6165-MONOMER[c]	4
G6166-MONOMER[c]	47
G6167-MONOMER[c]	48
G6170-MONOMER[c]	43
G6171-MONOMER[i]	11
G6173-MONOMER[p]	5
G6174-MONOMER[c]	10
G6175-MONOMER[c]	10
G6176-MONOMER[i]	3
G6177-MONOMER[i]	18
G6178-MONOMER[c]	18
G6180-MONOMER[i]	1
G6181-MONOMER[c]	45
G6182-MONOMER[i]	1
G6183-MONOMER[c]	11
G6184-MONOMER[c]	0
G6185-MONOMER[c]	5
G6186-MONOMER[c]	4
G6188-MONOMER[c]	4
G6189-MONOMER[p]	55
G6190-MONOMER[c]	212
G6191-MONOMER[c]	2
G6192-MONOMER[c]	8
G6193-MONOMER[i]	7
G6194-MONOMER[p]	1379
G6195-MONOMER[c]	9
G6196-MONOMER[c]	1
G6198-MONOMER[c]	0
G6199-MONOMER[c]	3
G6200-MONOMER[c]	0
G6201-MONOMER[c]	127
G6207-MONOMER[c]	212
G6208-MONOMER[c]	95
G6209-MONOMER[c]	92
G6210-MONOMER[p]	17
G6211-MONOMER[c]	2
G6212-MONOMER[c]	1
G6214-MONOMER[m]	14
G6215-MONOMER[m]	11
G6216-MONOMER[c]	10
G6222-MONOMER[o]	46
G6225-MONOMER[m]	1
G6226-MONOMER[c]	2
G6227-MONOMER[p]	95
G6228-MONOMER[i]	37
G6229-MONOMER[i]	50
G6230-MONOMER[c]	99
G6231-MONOMER[c]	56
G6236-MONOMER[c]	175
G6240-MONOMER[c]	4359
G6242-MONOMER[p]	676
G6243-MONOMER[p]	38
G6244-MONOMER[c]	24
G6245-MONOMER[c]	334
G6246-MONOMER[c]	21
G6247-MONOMER[c]	54
G6250-MONOMER[p]	767
G6251-MONOMER[c]	191
G6252-MONOMER[i]	7
G6253-MONOMER[i]	265
G6255-MONOMER[i]	101
G6258-MONOMER[c]	35
G6259-MONOMER[c]	542
G6260-MONOMER[i]	127
G6261-MONOMER[c]	1
G6263-MONOMER[c]	221
G6264-MONOMER[i]	115
G6265-MONOMER[c]	117
G6267-MONOMER[i]	27
G6268-MONOMER[c]	1413
G6269-MONOMER[c]	205
G6271-MONOMER[c]	11
G6273-MONOMER[c]	73
G6274-MONOMER[c]	4
G6275-MONOMER[c]	14
G6276-MONOMER[c]	557
G6277-MONOMER[c]	1
G6278-MONOMER[c]	3
G6281-MONOMER[c]	3
G6282-MONOMER[i]	5
G6284-MONOMER[c]	119
G6285-MONOMER[c]	1
G6286-MONOMER[c]	1
G6287-MONOMER[c]	1
G6288-MONOMER[m]	4
G6289-MONOMER[c]	4
G6290-MONOMER[e]	3
G6291-MONOMER[p]	3
G6292-MONOMER[o]	6
G6293-MONOMER[j]	0
G6295-MONOMER[c]	21
G6298-MONOMER[c]	156
G6300-MONOMER[c]	5
G6301-MONOMER[p]	20
G6302-MONOMER[c]	45
G6303-MONOMER[c]	0
G6304-MONOMER[c]	0
G6305-MONOMER[c]	4
G6306-MONOMER[c]	2
G6307-MONOMER[c]	9
G6309-MONOMER[i]	17
G6310-MONOMER[i]	28
G6311-MONOMER[i]	76
G6312-MONOMER[i]	1650
G6313-MONOMER[c]	1
G6314-MONOMER[c]	18
G6315-MONOMER[c]	4
G6316-MONOMER[c]	1
G6317-MONOMER[c]	28
G6318-MONOMER[i]	43
G6319-MONOMER[c]	88
G6320-MONOMER[e]	309
G6321-MONOMER[p]	1152
G6322-MONOMER[p]	160
G6323-MONOMER[i]	6
G6324-MONOMER[c]	91
G6325-MONOMER[i]	136
G6326-MONOMER[c]	1
G6329-MONOMER[c]	83
G6330-MONOMER[c]	26
G6331-MONOMER[c]	9
G6332-MONOMER[c]	4
G6334-MONOMER[c]	0
G6335-MONOMER[c]	23
G6337-MONOMER[c]	648
G6339-MONOMER[c]	5
G6340-MONOMER[c]	6
G6345-MONOMER[i]	0
G6346-MONOMER[c]	61
G6348-MONOMER[m]	33
G6351-MONOMER[c]	22
G6352-MONOMER[c]	1
G6353-MONOMER[c]	6
G6354-MONOMER[c]	1
G6355-MONOMER[c]	4
G6356-MONOMER[c]	19
G6357-MONOMER[c]	5
G6358-MONOMER[c]	204
G6359-MONOMER[p]	1708
G6361-MONOMER[c]	665
G6362-MONOMER[c]	429
G6363-MONOMER[c]	1104
G6364-MONOMER[c]	391
G6370-MONOMER[o]	5
G6371-MONOMER[p]	33
G6374-MONOMER[p]	16
G6376-MONOMER[c]	7
G6377-MONOMER[c]	1
G6379-MONOMER[c]	3
G6380-MONOMER[c]	127
G6381-MONOMER[c]	184
G6382-MONOMER[c]	57
G6383-MONOMER[c]	81
G6384-MONOMER[i]	33
G6385-MONOMER[i]	23
G6386-MONOMER[p]	8
G6387-MONOMER[o]	2
G6394-MONOMER[o]	85
G6396-MONOMER[i]	1833
G6398-MONOMER[c]	6
G6399-MONOMER[c]	2
G6401-MONOMER[c]	11
G6402-MONOMER[c]	60
G6403-MONOMER[i]	410
G6404-MONOMER[i]	15
G6405-MONOMER[i]	16
G6406-MONOMER[i]	50
G6407-MONOMER[c]	48
G6408-MONOMER[i]	53
G6412-MONOMER[i]	59
G6413-MONOMER[c]	1198
G6414-MONOMER[o]	5665
G6415-MONOMER[p]	45
G6416-MONOMER[c]	172
G6417-MONOMER[i]	0
G6418-MONOMER[i]	21
G6420-MONOMER[c]	234
G6421-MONOMER[i]	9
G6422-MONOMER[p]	1200
G6423-MONOMER[c]	706
G6424-MONOMER[c]	87
G6425-MONOMER[c]	250
G6426-MONOMER[c]	6
G6427-MONOMER[c]	8
G6428-MONOMER[c]	3
G6433-MONOMER[c]	17
G6434-MONOMER[i]	33
G6435-MONOMER[c]	464
G6436-MONOMER[c]	55
G6437-MONOMER[p]	27
G6438-MONOMER[c]	897
G6439-MONOMER[i]	87
G6441-MONOMER[p]	130
G6442-MONOMER[c]	183
G6443-MONOMER[i]	38
G6444-MONOMER[c]	37
G6445-MONOMER[i]	80
G6446-MONOMER[i]	25
G6447-MONOMER[c]	368
G6448-MONOMER[i]	2
G6449-MONOMER[c]	24
G6450-MONOMER[i]	1072
G6451-MONOMER[c]	453
G6452-MONOMER[p]	53
G6453-MONOMER[c]	121
G6454-MONOMER[c]	29
G6456-MONOMER[c]	1
G6457-MONOMER[c]	6
G6458-MONOMER[i]	118
G6459-MONOMER[c]	90
G6460-MONOMER[c]	976
G6463-MONOMER[c]	401
G6464-MONOMER[i]	5
G6465-MONOMER[p]	278
G6467-MONOMER[c]	18
G6468-MONOMER[c]	457
G6469-MONOMER[i]	49
G6470-MONOMER[o]	28
G6471-MONOMER[c]	0
G6472-MONOMER[c]	1205
G6473-MONOMER[c]	40
G6474-MONOMER[e]	1073
G6475-MONOMER[c]	631
G6478-MONOMER[i]	10
G6480-MONOMER[e]	13
G6481-MONOMER[p]	3
G6482-MONOMER[o]	17
G6483-MONOMER[j]	22
G6484-MONOMER[e]	8
G6485-MONOMER[e]	16
G6486-MONOMER[c]	46
G6487-MONOMER[c]	423
G6488-MONOMER[c]	191
G6490-MONOMER[i]	7
G6491-MONOMER[i]	42
G6492-MONOMER[c]	112
G6493-MONOMER[c]	9
G6494-MONOMER[c]	76
G6495-MONOMER[i]	43
G6496-MONOMER[i]	73
G6498-MONOMER[p]	31
G6499-MONOMER[c]	896
G6500-MONOMER[c]	1
G6501-MONOMER[c]	0
G6502-MONOMER[c]	92
G6503-MONOMER[c]	16
G6504-MONOMER[o]	22
G6505-MONOMER[o]	19
G6506-MONOMER[p]	5
G6507-MONOMER[i]	7
G6508-MONOMER[i]	36
G6509-MONOMER[c]	445
G6510-MONOMER[c]	0
G6511-MONOMER[c]	120
G6512-MONOMER[i]	0
G6513-MONOMER[i]	2
G6518-MONOMER[c]	16
G6519-MONOMER[c]	6
G6520-MONOMER[c]	3
G6521-MONOMER[c]	6
G6522-MONOMER[c]	7
G6523-MONOMER[c]	5
G6525-MONOMER[i]	2442
G6527-MONOMER[p]	2728
G6528-MONOMER[i]	47
G6529-MONOMER[i]	0
G6530-MONOMER[p]	6
G6531-MONOMER[o]	10
G6532-MONOMER[i]	19
G6534-MONOMER[c]	80
G6535-MONOMER[c]	2
G6536-MONOMER[i]	1
G6539-MONOMER[c]	641
G6540-MONOMER[c]	2
G6541-MONOMER[c]	1162
G6542-MONOMER[i]	35
G6543-MONOMER[s]	4
G6544-MONOMER[p]	119
G6545-MONOMER[e]	60
G6547-MONOMER[j]	4
G6548-MONOMER[c]	11
G6549-MONOMER[p]	560
G6550-MONOMER[c]	1
G6551-MONOMER[c]	2
G6552-MONOMER[i]	34
G6554-MONOMER[i]	55
G6555-MONOMER[i]	0
G6557-MONOMER[c]	11
G6558-MONOMER[c]	381
G6560-MONOMER[c]	30
G6561-MONOMER[i]	58
G6562-MONOMER[c]	3210
G6563-MONOMER[c]	606
G6564-MONOMER[p]	25
G6565-MONOMER[e]	592
G6567-MONOMER[c]	165
G6568-MONOMER[c]	795
G6569-MONOMER[c]	285
G6570-MONOMER[p]	435
G6571-MONOMER[o]	80
G6572-MONOMER[i]	11
G6576-MONOMER[c]	44
G6577-MONOMER[c]	290
G6578-MONOMER[i]	15
G6579-MONOMER[i]	22
G6580-MONOMER[c]	85
G6581-MONOMER[c]	163
G6582-MONOMER[c]	22
G6583-MONOMER[i]	17
G6585-MONOMER[c]	44
G6586-MONOMER[i]	25
G6587-MONOMER[c]	647
G6588-MONOMER[c]	93
G6589-MONOMER[c]	205
G6590-MONOMER[c]	100
G6591-MONOMER[c]	38
G6592-MONOMER[c]	22
G6593-MONOMER[c]	16
G6594-MONOMER[i]	2
G6595-MONOMER[c]	4
G6596-MONOMER[c]	4
G6597-MONOMER[c]	3
G6598-MONOMER[c]	10
G6599-MONOMER[c]	0
G6600-MONOMER[c]	7
G6601-MONOMER[c]	26
G6602-MONOMER[c]	227
G6603-MONOMER[c]	162
G6604-MONOMER[c]	57
G6605-MONOMER[c]	29
G6606-MONOMER[c]	1
G6607-MONOMER[c]	4
G6608-MONOMER[i]	4
G6609-MONOMER[c]	15
G6610-MONOMER[c]	27
G6611-MONOMER[p]	177
G6612-MONOMER[i]	93
G6613-MONOMER[o]	8
G6614-MONOMER[p]	198
G6615-MONOMER[o]	367
G6616-MONOMER[c]	1568
G6617-MONOMER[c]	76
G6618-MONOMER[c]	271
G6619-MONOMER[c]	2
G6621-MONOMER[c]	171
G6622-MONOMER[o]	591
G6623-MONOMER[c]	2838
G6624-MONOMER[i]	64
G6625-MONOMER[c]	6
G6627-MONOMER[c]	1
G6628-MONOMER[c]	12
G6629-MONOMER[o]	0
G6630-MONOMER[i]	12
G6631-MONOMER[m]	0
G6632-MONOMER[c]	19
G6633-MONOMER[c]	448
G6634-MONOMER[c]	2
G6635-MONOMER[c]	549
G6636-MONOMER[c]	0
G6637-MONOMER[i]	199
G6638-MONOMER[c]	681
G6639-MONOMER[c]	38
G6640-MONOMER[c]	30
G6641-MONOMER[c]	29
G6642-MONOMER[c]	245
G6644-MONOMER[c]	6
G6645-MONOMER[c]	1
G6646-MONOMER[c]	54
G6647-MONOMER[c]	2
G6651-MONOMER[c]	8
G6652-MONOMER[c]	11
G6653-MONOMER[p]	20
G6654-MONOMER[c]	6
G6655-MONOMER[c]	6
G6657-MONOMER[o]	1
G6658-MONOMER[c]	32
G6659-MONOMER[c]	56
G6660-MONOMER[c]	1
G6661-MONOMER[c]	49
G6662-MONOMER[c]	1
G6663-MONOMER[c]	8
G6664-MONOMER[c]	42
G6665-MONOMER[i]	0
G6668-MONOMER[i]	2614
G6669-MONOMER[c]	7
G6670-MONOMER[c]	0
G6671-MONOMER[c]	38
G6672-MONOMER[c]	53
G6673-MONOMER[c]	2
G6674-MONOMER[c]	60
G6675-MONOMER[c]	1
G6676-MONOMER[c]	1
G6677-MONOMER[c]	21
G6679-MONOMER[c]	2
G6680-MONOMER[c]	209
G6681-MONOMER[c]	29
G6682-MONOMER[c]	4
G6683-MONOMER[c]	13
G6684-MONOMER[c]	8
G6685-MONOMER[c]	16
G6686-MONOMER[c]	17
G6688-MONOMER[c]	7
G6689-MONOMER[c]	17
G6691-MONOMER[c]	11
G6692-MONOMER[o]	12
G6693-MONOMER[c]	37
G6694-MONOMER[c]	0
G6695-MONOMER[c]	6
G6696-MONOMER[c]	8
G6697-MONOMER[c]	27
G6698-MONOMER[c]	42
G6699-MONOMER[c]	341
G6700-MONOMER[o]	5
G6701-MONOMER[c]	131
G6702-MONOMER[p]	268
G6703-MONOMER[i]	15
G6704-MONOMER[c]	47
G6705-MONOMER[p]	140
G6706-MONOMER[c]	42
G6708-MONOMER[c]	5
G6709-MONOMER[c]	4
G6710-MONOMER[c]	1
G6711-MONOMER[c]	0
G6712-MONOMER[c]	6
G6713-MONOMER[c]	8
G6714-MONOMER[i]	5
G6715-MONOMER[c]	3
G6716-MONOMER[m]	9
G6717-MONOMER[c]	2
G6718-MONOMER[m]	29
G6719-MONOMER[c]	31
G6720-MONOMER[c]	0
G6721-MONOMER[c]	1
G6722-MONOMER[c]	25
G6725-MONOMER[c]	80
G6727-MONOMER[i]	0
G6728-MONOMER[i]	0
G6729-MONOMER[c]	7
G6730-MONOMER[i]	0
G6731-MONOMER[c]	0
G6732-MONOMER[c]	128
G6736-MONOMER[c]	208
G6737-MONOMER[c]	471
G6738-MONOMER[c]	21
G6741-MONOMER[c]	49
G6742-MONOMER[p]	427
G6743-MONOMER[c]	23
G6745-MONOMER[c]	46
G6746-MONOMER[c]	140
G6747-MONOMER[p]	15
G6749-MONOMER[c]	106
G6750-MONOMER[c]	71
G6755-MONOMER[c]	0
G6756-MONOMER[i]	96
G6757-MONOMER[c]	1835
G6758-MONOMER[i]	123
G6759-MONOMER[c]	0
G6760-MONOMER[c]	0
G6761-MONOMER[c]	44
G6762-MONOMER[o]	81
G6763-MONOMER[p]	12572
G6765-MONOMER[c]	30
G6766-MONOMER[c]	3
G6767-MONOMER[c]	1
G6768-MONOMER[c]	0
G6769-MONOMER[c]	9
G6770-MONOMER[c]	0
G6771-MONOMER[c]	4
G6772-MONOMER[c]	0
G6773-MONOMER[o]	0
G6774-MONOMER[c]	166
G6776-MONOMER[c]	71
G6782-MONOMER[e]	9
G6783-MONOMER[i]	0
G6784-MONOMER[c]	101
G6785-MONOMER[c]	80
G6787-MONOMER[c]	1
G6788-MONOMER[c]	19
G6789-MONOMER[c]	5
G6791-MONOMER[p]	14
G6792-MONOMER[j]	3
G6793-MONOMER[j]	7
G6794-MONOMER[e]	3
G6795-MONOMER[o]	8
G6796-MONOMER[e]	12
G6797-MONOMER[m]	19
G6798-MONOMER[c]	17
G6799-MONOMER[c]	0
G6804-MONOMER[c]	9
G6805-MONOMER[c]	43
G6806-MONOMER[c]	73
G6807-MONOMER[i]	63
G6808-MONOMER[i]	0
G6809-MONOMER[c]	72
G6810-MONOMER[c]	0
G6811-MONOMER[c]	1
G6812-MONOMER[c]	37
G6813-MONOMER[c]	3
G6814-MONOMER[c]	234
G6815-MONOMER[c]	95
G6816-MONOMER[c]	12
G6818-MONOMER[c]	29
G6819-MONOMER[c]	12
G6820-MONOMER[c]	11
G6821-MONOMER[c]	4
G6822-MONOMER[c]	4
G6823-MONOMER[c]	7737
G6824-MONOMER[c]	0
G6825-MONOMER[c]	6
G6826-MONOMER[i]	8
G6827-MONOMER[i]	6
G6828-MONOMER[c]	17
G6829-MONOMER[i]	4
G6830-MONOMER[c]	17
G6831-MONOMER[c]	8
G6832-MONOMER[m]	95
G6833-MONOMER[c]	2146
G6834-MONOMER[c]	58
G6835-MONOMER[c]	13
G6836-MONOMER[c]	0
G6837-MONOMER[c]	11
G6838-MONOMER[c]	15
G6839-MONOMER[c]	13
G6840-MONOMER[i]	50
G6841-MONOMER[p]	2292
G6843-MONOMER[c]	95
G6844-MONOMER[p]	180
G6845-MONOMER[i]	16
G6846-MONOMER[i]	10
G6847-MONOMER[c]	3
G6848-MONOMER[i]	0
G6849-MONOMER[c]	196
G6851-MONOMER[c]	29
G6853-MONOMER[c]	33
G6855-MONOMER[p]	68
G6856-MONOMER[p]	56
G6859-MONOMER[i]	20
G6860-MONOMER[c]	1534
G6862-MONOMER[c]	82
G6863-MONOMER[i]	97
G6865-MONOMER[i]	895
G6866-MONOMER[o]	1
G6867-MONOMER[c]	112
G6868-MONOMER[c]	289
G6869-MONOMER[c]	99
G6870-MONOMER[i]	100
G6871-MONOMER[i]	79
G6872-MONOMER[i]	103
G6873-MONOMER[i]	100
G6874-MONOMER[i]	57
G6875-MONOMER[i]	48
G6876-MONOMER[i]	63
G6880-MONOMER[c]	81
G6881-MONOMER[i]	6634
G6882-MONOMER[c]	42
G6883-MONOMER[i]	104
G6884-MONOMER[i]	27
G6885-MONOMER[i]	2
G6886-MONOMER[p]	173
G6887-MONOMER[c]	359
G6888-MONOMER[c]	133
G6889-MONOMER[c]	36
G6890-MONOMER[c]	161
G6892-MONOMER[p]	201
G6894-MONOMER[o]	303
G6895-MONOMER[c]	1
G6896-MONOMER[c]	57
G6897-MONOMER[c]	19
G6898-MONOMER[i]	11
G6899-MONOMER[i]	24
G6900-MONOMER[c]	20
G6901-MONOMER[c]	2
G6902-MONOMER[i]	1
G6903-MONOMER[c]	439
G6904-MONOMER[o]	215
G6905-MONOMER[c]	0
G6906-MONOMER[c]	1
G6907-MONOMER[c]	151
G6908-MONOMER[c]	1
G6909-MONOMER[c]	57
G6911-MONOMER[c]	1916
G6912-MONOMER[c]	1
G6913-MONOMER[c]	325
G6914-MONOMER[i]	114
G6915-MONOMER[c]	2
G6918-MONOMER[c]	9
G6919-MONOMER[c]	31
G6920-MONOMER[c]	5
G6921-MONOMER[c]	4
G6922-MONOMER[c]	6
G6923-MONOMER[c]	5
G6924-MONOMER[c]	122
G6925-MONOMER[c]	13
G6926-MONOMER[c]	6
G6927-MONOMER[m]	0
G6928-MONOMER[o]	375
G6929-MONOMER[c]	339
G6930-MONOMER[c]	115
G6931-MONOMER[i]	126
G6932-MONOMER[c]	706
G6933-MONOMER[c]	15
G6934-MONOMER[i]	1119
G6935-MONOMER[c]	44
G6936-MONOMER[c]	48
G6937-MONOMER[c]	85
G6938-MONOMER[c]	274
G6939-MONOMER[p]	0
G6945-MONOMER[i]	26
G6946-MONOMER[c]	12
G6947-MONOMER[i]	18
G6948-MONOMER[c]	45
G6949-MONOMER[p]	61
G6952-MONOMER[c]	64
G6953-MONOMER[i]	39
G6954-MONOMER[c]	423
G6955-MONOMER[p]	532
G6956-MONOMER[i]	87
G6957-MONOMER[c]	54
G6958-MONOMER[c]	16
G6959-MONOMER[c]	3
G6960-MONOMER[c]	18
G6961-MONOMER[c]	5
G6963-MONOMER[c]	15
G6964-MONOMER[c]	718
G6966-MONOMER[c]	694
G6967-MONOMER[c]	52
G6968-MONOMER[o]	2945
G6969-MONOMER[c]	221
G6970-MONOMER[c]	68
G6971-MONOMER[i]	5
G6972-MONOMER[i]	5
G6973-MONOMER[c]	638
G6974-MONOMER[i]	0
G6975-MONOMER[i]	66
G6976-MONOMER[c]	53
G6978-MONOMER[c]	184
G6979-MONOMER[p]	239
G6980-MONOMER[c]	225
G6981-MONOMER[i]	1099
G6982-MONOMER[c]	9
G6983-MONOMER[c]	9
G6984-MONOMER[i]	14
G6985-MONOMER[c]	75
G6986-MONOMER[c]	28
G6988-MONOMER[c]	1
G6989-MONOMER[c]	5
G6990-MONOMER[o]	91
G6991-MONOMER[c]	7
G6992-MONOMER[c]	14
G6993-MONOMER[c]	2489
G6994-MONOMER[c]	103
G6995-MONOMER[c]	369
G6996-MONOMER[i]	14
G6997-MONOMER[i]	87
G6998-MONOMER[i]	40
G6999-MONOMER[i]	2
G7000-MONOMER[c]	84
G7001-MONOMER[i]	216
G7002-MONOMER[i]	432
G7003-MONOMER[c]	439
G7005-MONOMER[c]	1225
G7006-MONOMER[i]	12
G7007-MONOMER[i]	57
G7008-MONOMER[c]	69
G7009-MONOMER[c]	665
G7010-MONOMER[c]	106
G7011-MONOMER[c]	54
G7012-MONOMER[p]	896
G7013-MONOMER[i]	61
G7014-MONOMER[p]	2377
G7015-MONOMER[c]	69
G7016-MONOMER[c]	199
G7019-MONOMER[i]	19
G7020-MONOMER[c]	1
G7021-MONOMER[c]	0
G7022-MONOMER[p]	10
G7023-MONOMER[i]	0
G7024-MONOMER[c]	230
G7025-MONOMER[c]	112
G7026-MONOMER[p]	34
G7027-MONOMER[c]	136
G7028-MONOMER[i]	202
G7031-MONOMER[c]	53
G7033-MONOMER[c]	103
G7035-MONOMER[c]	541
G7036-MONOMER[c]	29
G7037-MONOMER[i]	0
G7039-MONOMER[i]	4293
G7040-MONOMER[c]	74
G7041-MONOMER[c]	2
G7042-MONOMER[m]	12
G7043-MONOMER[c]	40
G7044-MONOMER[c]	485
G7045-MONOMER[c]	390
G7046-MONOMER[c]	123
G7048-MONOMER[c]	89
G7049-MONOMER[i]	18
G7050-MONOMER[c]	123
G7051-MONOMER[i]	98
G7052-MONOMER[c]	14
G7053-MONOMER[c]	0
G7054-MONOMER[c]	60
G7055-MONOMER[c]	0
G7056-MONOMER[i]	24
