MolName	MolCounts
EG10700_RNA__alpha	1
EG10701_RNA__PHOSPHO-NARL	0
EG10701_RNA__FNR-4FE-4S-CPLX	0
EG10701_RNA__PHOSPHO-ARCA	0
EG10701_RNA__alpha	1
EG10702_RNA__alpha	1
EG10703_RNA__alpha	1
EG10704_RNA__alpha	1
EG10705_RNA__alpha	1
EG10706_RNA__alpha	1
EG10707_RNA__alpha	1
EG10708_RNA__alpha	1
EG10709_RNA__alpha	1
EG10710_RNA__alpha	1
EG10711_RNA__alpha	1
EG10712_RNA__alpha	1
EG10713_RNA__alpha	1
EG10714_RNA__alpha	1
EG10715_RNA__alpha	1
EG10716_RNA__alpha	1
EG10717_RNA__alpha	1
EG10718_RNA__alpha	1
EG10719_RNA__alpha	1
EG10720_RNA__alpha	1
EG10721_RNA__alpha	1
EG10722_RNA__alpha	1
EG10723_RNA__alpha	1
EG10724_RNA__alpha	1
EG10725_RNA__alpha	1
EG10727_RNA__alpha	1
EG10728_RNA__alpha	1
EG10729_RNA__alpha	1
EG10730_RNA__alpha	1
EG10731_RNA__alpha	1
EG10732_RNA__alpha	1
EG10733_RNA__alpha	1
EG10734_RNA__PC00027	0
EG10734_RNA__alpha	1
EG10735_RNA__alpha	1
EG10736_RNA__alpha	1
EG10737_RNA__alpha	1
EG10738_RNA__alpha	1
EG10739_RNA__alpha	1
EG10740_RNA__alpha	1
EG10741_RNA__alpha	1
EG10742_RNA__alpha	1
EG10743_RNA__alpha	1
EG10744_RNA__alpha	1
EG10745_RNA__alpha	1
EG10746_RNA__alpha	1
EG10747_RNA__PC00010	0
EG10747_RNA__alpha	1
EG10748_RNA__alpha	1
EG10749_RNA__alpha	1
EG10750_RNA__alpha	1
EG10751_RNA__alpha	1
EG10752_RNA__alpha	1
EG10753_RNA__alpha	1
EG10754_RNA__alpha	1
EG10755_RNA__alpha	1
EG10756_RNA__alpha	1
EG10757_RNA__alpha	1
EG10758_RNA__alpha	1
EG10759_RNA__alpha	1
EG10760_RNA__alpha	1
EG10761_RNA__alpha	1
EG10762_RNA__alpha	1
EG10763_RNA__alpha	1
EG10764_RNA__alpha	1
EG10765_RNA__alpha	1
EG10766_RNA__alpha	1
EG10767_RNA__alpha	1
EG10768_RNA__alpha	1
EG10769_RNA__alpha	1
EG10770_RNA__alpha	1
EG10771_RNA__PD00288	0
EG10771_RNA__alpha	1
EG10772_RNA__PD00288	0
EG10772_RNA__alpha	1
EG10773_RNA__PD00288	0
EG10773_RNA__alpha	1
EG10774_RNA__alpha	1
EG10775_RNA__alpha	1
EG10776_RNA__PC00027	0
EG10776_RNA__alpha	1
EG10777_RNA__PC00027	0
EG10777_RNA__alpha	1
EG10778_RNA__PC00027	0
EG10778_RNA__alpha	1
EG10779_RNA__alpha	1
EG10780_RNA__alpha	1
EG10781_RNA__alpha	1
EG10782_RNA__PC00027	0
EG10782_RNA__alpha	1
EG10783_RNA__alpha	1
EG10784_RNA__alpha	1
EG10785_RNA__alpha	1
EG10786_RNA__alpha	1
EG10787_RNA__CPLX0-7705	0
EG10787_RNA__PHOSPHO-ARCA	0
EG10787_RNA__alpha	1
EG10788_RNA__alpha	1
EG10789_RNA__alpha	1
EG10790_RNA__alpha	1
EG10791_RNA__alpha	1
EG10792_RNA__alpha	1
EG10793_RNA__alpha	1
EG10794_RNA__alpha	1
EG10795_RNA__alpha	1
EG10796_RNA__alpha	1
EG10797_RNA__alpha	1
EG10798_RNA__FNR-4FE-4S-CPLX	0
EG10798_RNA__alpha	1
EG10799_RNA__FNR-4FE-4S-CPLX	0
EG10799_RNA__alpha	1
EG10800_RNA__alpha	1
EG10801_RNA__PHOSPHO-BASR	0
EG10801_RNA__alpha	1
EG10802_RNA__PUTA-CPLX	0
EG10802_RNA__alpha	1
EG10803_RNA__alpha	1
EG10804_RNA__alpha	1
EG10805_RNA__alpha	1
EG10806_RNA__alpha	1
EG10807_RNA__alpha	1
EG10808_RNA__alpha	1
EG10809_RNA__alpha	1
EG10810_RNA__alpha	1
EG10811_RNA__alpha	1
EG10812_RNA__CPLX0-7705	0
EG10812_RNA__alpha	1
EG10813_RNA__alpha	1
EG10814_RNA__alpha	1
EG10815_RNA__alpha	1
EG10816_RNA__alpha	1
EG10817_RNA__alpha	1
EG10818_RNA__alpha	1
EG10819_RNA__alpha	1
EG10820_RNA__alpha	1
EG10821_RNA__PD00288	0
EG10821_RNA__alpha	1
EG10822_RNA__alpha	1
EG10823_RNA__PC00010	0
EG10823_RNA__alpha	1
EG10824_RNA__alpha	1
EG10825_RNA__alpha	1
EG10826_RNA__alpha	1
EG10827_RNA__alpha	1
EG10828_RNA__alpha	1
EG10829_RNA__alpha	1
EG10830_RNA__alpha	1
EG10831_RNA__PC00010	0
EG10831_RNA__alpha	1
EG10832_RNA__alpha	1
EG10833_RNA__alpha	1
EG10834_RNA__alpha	1
EG10835_RNA__alpha	1
EG10836_RNA__alpha	1
EG10837_RNA__alpha	1
EG10838_RNA__alpha	1
EG10839_RNA__alpha	1
EG10840_RNA__alpha	1
EG10841_RNA__alpha	1
EG10842_RNA__alpha	1
EG10843_RNA__alpha	1
EG10844_RNA__alpha	1
EG10845_RNA__alpha	1
EG10846_RNA__alpha	1
EG10847_RNA__alpha	1
EG10848_RNA__alpha	1
EG10849_RNA__alpha	1
EG10850_RNA__alpha	1
EG10851_RNA__alpha	1
EG10852_RNA__alpha	1
EG10853_RNA__alpha	1
EG10854_RNA__alpha	1
EG10855_RNA__alpha	1
EG10856_RNA__alpha	1
EG10857_RNA__alpha	1
EG10858_RNA__alpha	1
EG10859_RNA__alpha	1
EG10860_RNA__alpha	1
EG10861_RNA__alpha	1
EG10862_RNA__alpha	1
EG10863_RNA__alpha	1
EG10864_RNA__alpha	1
EG10865_RNA__alpha	1
EG10866_RNA__alpha	1
EG10867_RNA__alpha	1
EG10868_RNA__alpha	1
EG10869_RNA__alpha	1
EG10870_RNA__alpha	1
EG10871_RNA__alpha	1
EG10872_RNA__alpha	1
EG10873_RNA__alpha	1
EG10874_RNA__alpha	1
EG10875_RNA__alpha	1
EG10876_RNA__alpha	1
EG10877_RNA__alpha	1
EG10878_RNA__alpha	1
EG10879_RNA__alpha	1
EG10880_RNA__alpha	1
EG10881_RNA__alpha	1
EG10882_RNA__alpha	1
EG10883_RNA__alpha	1
EG10884_RNA__alpha	1
EG10885_RNA__alpha	1
EG10886_RNA__alpha	1
EG10887_RNA__alpha	1
EG10888_RNA__alpha	1
EG10889_RNA__alpha	1
EG10890_RNA__alpha	1
EG10891_RNA__alpha	1
EG10892_RNA__alpha	1
EG10893_RNA__alpha	1
EG10894_RNA__alpha	1
EG10895_RNA__alpha	1
EG10896_RNA__PC00010	0
EG10896_RNA__alpha	1
EG10897_RNA__PC00027	0
EG10897_RNA__alpha	1
EG10898_RNA__alpha	1
EG10899_RNA__alpha	1
EG10900_RNA__alpha	1
EG10901_RNA__alpha	1
EG10902_RNA__alpha	1
EG10903_RNA__alpha	1
EG10904_RNA__alpha	1
EG10905_RNA__alpha	1
EG10906_RNA__alpha	1
EG10907_RNA__alpha	1
EG10908_RNA__alpha	1
EG10909_RNA__alpha	1
EG10910_RNA__alpha	1
EG10911_RNA__alpha	1
EG10912_RNA__alpha	1
EG10913_RNA__alpha	1
EG10914_RNA__alpha	1
EG10915_RNA__alpha	1
EG10916_RNA__alpha	1
EG10917_RNA__alpha	1
EG10918_RNA__alpha	1
EG10919_RNA__alpha	1
EG10920_RNA__alpha	1
EG10921_RNA__PD00288	0
EG10921_RNA__alpha	1
EG10922_RNA__alpha	1
EG10925_RNA__alpha	1
EG10926_RNA__alpha	1
EG10927_RNA__alpha	1
EG10928_RNA__alpha	1
EG10929_RNA__alpha	1
EG10930_RNA__alpha	1
EG10931_RNA__PHOSPHO-ARCA	0
EG10931_RNA__alpha	1
EG10932_RNA__PHOSPHO-ARCA	0
EG10932_RNA__alpha	1
EG10933_RNA__PHOSPHO-ARCA	0
EG10933_RNA__alpha	1
EG10934_RNA__PHOSPHO-ARCA	0
EG10934_RNA__alpha	1
EG10935_RNA__alpha	1
EG10936_RNA__alpha	1
EG10937_RNA__alpha	1
EG10938_RNA__alpha	1
EG10939_RNA__alpha	1
EG10940_RNA__alpha	1
EG10941_RNA__alpha	1
EG10942_RNA__alpha	1
EG10943_RNA__alpha	1
EG10944_RNA__MONOMER0-155	0
EG10944_RNA__alpha	1
EG10945_RNA__alpha	1
EG10946_RNA__alpha	1
EG10947_RNA__alpha	1
EG10948_RNA__alpha	1
EG10949_RNA__alpha	1
EG10950_RNA__alpha	1
EG10951_RNA__alpha	1
EG10952_RNA__alpha	1
EG10953_RNA__alpha	1
EG10954_RNA__alpha	1
EG10955_RNA__alpha	1
EG10956_RNA__alpha	1
EG10957_RNA__alpha	1
EG10958_RNA__alpha	1
EG10959_RNA__alpha	1
EG10960_RNA__alpha	1
EG10961_RNA__alpha	1
EG10962_RNA__alpha	1
EG10963_RNA__alpha	1
EG10964_RNA__alpha	1
EG10965_RNA__alpha	1
EG10966_RNA__alpha	1
EG10967_RNA__alpha	1
EG10968_RNA__alpha	1
EG10969_RNA__alpha	1
EG10970_RNA__alpha	1
EG10971_RNA__alpha	1
EG10972_RNA__alpha	1
EG10973_RNA__alpha	1
EG10974_RNA__alpha	1
EG10975_RNA__alpha	1
EG10976_RNA__PHOSPHO-ARCA	0
EG10976_RNA__alpha	1
EG10977_RNA__alpha	1
EG10978_RNA__alpha	1
EG10979_RNA__PHOSPHO-ARCA	0
EG10979_RNA__alpha	1
EG10980_RNA__PHOSPHO-ARCA	0
EG10980_RNA__alpha	1
EG10981_RNA__PHOSPHO-ARCA	0
EG10981_RNA__alpha	1
EG10982_RNA__PHOSPHO-ARCA	0
EG10982_RNA__alpha	1
EG10983_RNA__alpha	1
EG10984_RNA__alpha	1
EG10985_RNA__alpha	1
EG10986_RNA__alpha	1
EG10987_RNA__alpha	1
EG10988_RNA__alpha	1
EG10989_RNA__alpha	1
EG10990_RNA__PC00027	0
EG10990_RNA__alpha	1
EG10991_RNA__alpha	1
EG10992_RNA__alpha	1
EG10993_RNA__MONOMER0-155	0
EG10993_RNA__alpha	1
EG10994_RNA__alpha	1
EG10995_RNA__alpha	1
EG10996_RNA__alpha	1
EG10997_RNA__alpha	1
EG10998_RNA__alpha	1
EG10999_RNA__alpha	1
EG11000_RNA__alpha	1
EG11001_RNA__alpha	1
EG11002_RNA__alpha	1
EG11003_RNA__alpha	1
EG11004_RNA__alpha	1
EG11005_RNA__alpha	1
EG11006_RNA__alpha	1
EG11007_RNA__alpha	1
EG11008_RNA__alpha	1
EG11009_RNA__alpha	1
EG11010_RNA__alpha	1
EG11011_RNA__alpha	1
EG11012_RNA__alpha	1
EG11013_RNA__CPLX0-7705	0
EG11013_RNA__alpha	1
EG11014_RNA__alpha	1
EG11015_RNA__alpha	1
EG11016_RNA__CPLX0-7705	0
EG11016_RNA__alpha	1
EG11017_RNA__alpha	1
EG11018_RNA__alpha	1
EG11019_RNA__alpha	1
EG11020_RNA__alpha	1
EG11021_RNA__alpha	1
EG11022_RNA__alpha	1
EG11023_RNA__alpha	1
EG11024_RNA__CPLX-125	0
EG11024_RNA__alpha	1
EG11025_RNA__CPLX-125	0
EG11025_RNA__alpha	1
EG11026_RNA__CPLX-125	0
EG11026_RNA__alpha	1
EG11027_RNA__CPLX-125	0
EG11027_RNA__alpha	1
EG11028_RNA__CPLX-125	0
EG11028_RNA__alpha	1
EG11029_RNA__alpha	1
EG11030_RNA__alpha	1
EG11031_RNA__alpha	1
EG11032_RNA__alpha	1
EG11033_RNA__alpha	1
EG11034_RNA__alpha	1
EG11035_RNA__CPLX0-7740	0
EG11035_RNA__alpha	1
EG11036_RNA__alpha	1
EG11037_RNA__alpha	1
EG11038_RNA__alpha	1
EG11039_RNA__MONOMER0-162	0
EG11039_RNA__alpha	1
EG11040_RNA__MONOMER0-162	0
EG11040_RNA__alpha	1
EG11041_RNA__MONOMER0-162	0
EG11041_RNA__alpha	1
EG11042_RNA__alpha	1
EG11043_RNA__alpha	1
EG11044_RNA__alpha	1
EG11045_RNA__CPLX0-7740	0
EG11045_RNA__alpha	1
EG11046_RNA__alpha	1
EG11047_RNA__alpha	1
EG11048_RNA__alpha	1
EG11049_RNA__alpha	1
EG11050_RNA__alpha	1
EG11051_RNA__alpha	1
EG11052_RNA__alpha	1
EG11053_RNA__alpha	1
EG11054_RNA__alpha	1
EG11055_RNA__alpha	1
EG11056_RNA__PC00010	0
EG11056_RNA__alpha	1
EG11057_RNA__PC00010	0
EG11057_RNA__alpha	1
EG11058_RNA__alpha	1
EG11059_RNA__alpha	1
EG11060_RNA__alpha	1
EG11061_RNA__PHOSPHO-ARCA	0
EG11061_RNA__alpha	1
EG11062_RNA__PC00010	0
EG11062_RNA__alpha	1
EG11063_RNA__alpha	1
EG11064_RNA__alpha	1
EG11065_RNA__alpha	1
EG11066_RNA__alpha	1
EG11067_RNA__alpha	1
EG11068_RNA__alpha	1
EG11069_RNA__alpha	1
EG11070_RNA__alpha	1
EG11071_RNA__alpha	1
EG11072_RNA__alpha	1
EG11073_RNA__alpha	1
EG11074_RNA__alpha	1
EG11075_RNA__alpha	1
EG11076_RNA__alpha	1
EG11078_RNA__alpha	1
EG11079_RNA__alpha	1
EG11080_RNA__alpha	1
EG11081_RNA__alpha	1
EG11082_RNA__alpha	1
EG11083_RNA__alpha	1
EG11084_RNA__alpha	1
EG11085_RNA__alpha	1
EG11086_RNA__alpha	1
EG11087_RNA__alpha	1
EG11088_RNA__alpha	1
EG11089_RNA__alpha	1
EG11090_RNA__alpha	1
EG11091_RNA__alpha	1
EG11092_RNA__alpha	1
EG11093_RNA__alpha	1
EG11094_RNA__alpha	1
EG11095_RNA__alpha	1
EG11096_RNA__alpha	1
EG11097_RNA__alpha	1
EG11098_RNA__alpha	1
EG11099_RNA__alpha	1
EG11100_RNA__alpha	1
EG11101_RNA__alpha	1
EG11102_RNA__alpha	1
EG11103_RNA__alpha	1
EG11104_RNA__alpha	1
EG11105_RNA__alpha	1
EG11108_RNA__alpha	1
EG11109_RNA__alpha	1
EG11110_RNA__alpha	1
EG11111_RNA__alpha	1
EG11112_RNA__alpha	1
EG11113_RNA__alpha	1
EG11116_RNA__alpha	1
EG11117_RNA__alpha	1
EG11118_RNA__alpha	1
EG11119_RNA__alpha	1
EG11120_RNA__alpha	1
EG11121_RNA__alpha	1
EG11122_RNA__alpha	1
EG11123_RNA__alpha	1
EG11124_RNA__alpha	1
EG11125_RNA__PD00288	0
EG11125_RNA__alpha	1
EG11126_RNA__PD00288	0
EG11126_RNA__alpha	1
EG11127_RNA__PD00288	0
EG11127_RNA__alpha	1
EG11128_RNA__alpha	1
EG11129_RNA__alpha	1
EG11130_RNA__alpha	1
EG11131_RNA__alpha	1
EG11132_RNA__alpha	1
EG11133_RNA__alpha	1
EG11134_RNA__alpha	1
EG11135_RNA__alpha	1
EG11136_RNA__alpha	1
EG11137_RNA__alpha	1
EG11138_RNA__alpha	1
EG11139_RNA__alpha	1
EG11140_RNA__alpha	1
EG11141_RNA__alpha	1
EG11142_RNA__alpha	1
EG11143_RNA__alpha	1
EG11144_RNA__alpha	1
EG11145_RNA__alpha	1
EG11146_RNA__alpha	1
EG11147_RNA__alpha	1
EG11149_RNA__alpha	1
EG11150_RNA__alpha	1
EG11151_RNA__alpha	1
EG11152_RNA__alpha	1
EG11153_RNA__alpha	1
EG11154_RNA__alpha	1
EG11155_RNA__alpha	1
EG11156_RNA__alpha	1
EG11157_RNA__alpha	1
EG11158_RNA__alpha	1
EG11159_RNA__CPLX0-7671	0
EG11159_RNA__alpha	1
EG11160_RNA__alpha	1
EG11161_RNA__alpha	1
EG11162_RNA__alpha	1
EG11163_RNA__alpha	1
EG11164_RNA__alpha	1
EG11165_RNA__alpha	1
EG11166_RNA__alpha	1
EG11167_RNA__alpha	1
EG11168_RNA__alpha	1
EG11169_RNA__alpha	1
EG11171_RNA__alpha	1
EG11172_RNA__PC00027	0
EG11172_RNA__alpha	1
EG11173_RNA__alpha	1
EG11174_RNA__alpha	1
EG11175_RNA__alpha	1
EG11176_RNA__alpha	1
EG11177_RNA__alpha	1
EG11178_RNA__alpha	1
EG11179_RNA__alpha	1
EG11180_RNA__alpha	1
EG11181_RNA__alpha	1
EG11182_RNA__alpha	1
EG11183_RNA__alpha	1
EG11184_RNA__alpha	1
EG11186_RNA__alpha	1
EG11187_RNA__alpha	1
EG11188_RNA__alpha	1
EG11189_RNA__alpha	1
EG11190_RNA__alpha	1
EG11191_RNA__alpha	1
EG11192_RNA__alpha	1
EG11193_RNA__alpha	1
EG11194_RNA__alpha	1
EG11195_RNA__alpha	1
EG11196_RNA__alpha	1
EG11197_RNA__alpha	1
EG11198_RNA__alpha	1
EG11199_RNA__alpha	1
EG11201_RNA__alpha	1
EG11202_RNA__alpha	1
EG11203_RNA__alpha	1
EG11204_RNA__alpha	1
EG11205_RNA__alpha	1
EG11206_RNA__alpha	1
EG11207_RNA__alpha	1
EG11208_RNA__alpha	1
EG11209_RNA__alpha	1
EG11210_RNA__alpha	1
EG11211_RNA__alpha	1
EG11212_RNA__alpha	1
EG11213_RNA__alpha	1
EG11214_RNA__alpha	1
EG11215_RNA__alpha	1
EG11217_RNA__alpha	1
EG11218_RNA__alpha	1
EG11219_RNA__alpha	1
EG11221_RNA__alpha	1
EG11222_RNA__alpha	1
EG11223_RNA__CPLX0-228	0
EG11223_RNA__alpha	1
EG11224_RNA__alpha	1
EG11225_RNA__PHOSPHO-NARL	0
EG11225_RNA__alpha	1
EG11226_RNA__alpha	1
EG11227_RNA__FNR-4FE-4S-CPLX	0
EG11227_RNA__alpha	1
EG11228_RNA__FNR-4FE-4S-CPLX	0
EG11228_RNA__alpha	1
EG11229_RNA__FNR-4FE-4S-CPLX	0
EG11229_RNA__alpha	1
EG11230_RNA__alpha	1
EG11231_RNA__alpha	1
EG11232_RNA__alpha	1
EG11233_RNA__alpha	1
EG11234_RNA__alpha	1
EG11235_RNA__alpha	1
EG11236_RNA__alpha	1
EG11237_RNA__PD00288	0
EG11237_RNA__alpha	1
EG11238_RNA__alpha	1
EG11239_RNA__alpha	1
EG11241_RNA__alpha	1
EG11242_RNA__alpha	1
EG11244_RNA__alpha	1
EG11245_RNA__alpha	1
EG11246_RNA__alpha	1
EG11247_RNA__alpha	1
EG11249_RNA__alpha	1
EG11250_RNA__alpha	1
EG11251_RNA__alpha	1
EG11252_RNA__alpha	1
EG11253_RNA__alpha	1
EG11254_RNA__alpha	1
EG11255_RNA__alpha	1
EG11256_RNA__alpha	1
EG11257_RNA__alpha	1
EG11258_RNA__PHOSPHO-NARL	0
EG11258_RNA__FNR-4FE-4S-CPLX	0
EG11258_RNA__PHOSPHO-ARCA	0
EG11258_RNA__alpha	1
EG11259_RNA__alpha	1
EG11260_RNA__alpha	1
EG11261_RNA__alpha	1
EG11262_RNA__alpha	1
EG11263_RNA__PD00288	0
EG11263_RNA__alpha	1
EG11265_RNA__alpha	1
EG11266_RNA__alpha	1
EG11267_RNA__alpha	1
EG11268_RNA__alpha	1
EG11269_RNA__alpha	1
EG11270_RNA__alpha	1
EG11271_RNA__alpha	1
EG11272_RNA__alpha	1
EG11274_RNA__CPLX-125	0
EG11274_RNA__alpha	1
EG11275_RNA__alpha	1
EG11276_RNA__alpha	1
EG11277_RNA__alpha	1
EG11279_RNA__alpha	1
EG11280_RNA__alpha	1
EG11281_RNA__alpha	1
EG11282_RNA__alpha	1
EG11283_RNA__alpha	1
EG11284_RNA__alpha	1
EG11285_RNA__alpha	1
EG11286_RNA__CPLX0-228	0
EG11286_RNA__alpha	1
EG11287_RNA__alpha	1
EG11288_RNA__alpha	1
EG11289_RNA__alpha	1
EG11290_RNA__CPLX0-7796	0
EG11290_RNA__alpha	1
EG11291_RNA__alpha	1
EG11292_RNA__alpha	1
EG11293_RNA__alpha	1
EG11294_RNA__alpha	1
EG11295_RNA__alpha	1
EG11296_RNA__alpha	1
EG11297_RNA__alpha	1
EG11298_RNA__alpha	1
EG11299_RNA__alpha	1
EG11300_RNA__alpha	1
EG11301_RNA__alpha	1
EG11302_RNA__alpha	1
EG11303_RNA__alpha	1
EG11304_RNA__alpha	1
EG11305_RNA__alpha	1
EG11306_RNA__alpha	1
EG11309_RNA__alpha	1
EG11310_RNA__alpha	1
EG11311_RNA__PC00027	0
EG11311_RNA__alpha	1
EG11312_RNA__alpha	1
EG11313_RNA__alpha	1
EG11314_RNA__alpha	1
EG11315_RNA__alpha	1
EG11316_RNA__alpha	1
EG11317_RNA__alpha	1
EG11318_RNA__alpha	1
EG11319_RNA__alpha	1
EG11320_RNA__alpha	1
EG11321_RNA__alpha	1
EG11322_RNA__alpha	1
EG11323_RNA__alpha	1
EG11324_RNA__alpha	1
EG11325_RNA__alpha	1
EG11326_RNA__alpha	1
EG11327_RNA__alpha	1
EG11328_RNA__alpha	1
EG11329_RNA__alpha	1
EG11330_RNA__alpha	1
EG11331_RNA__alpha	1
EG11332_RNA__alpha	1
EG11333_RNA__alpha	1
EG11334_RNA__alpha	1
EG11335_RNA__alpha	1
EG11336_RNA__alpha	1
EG11337_RNA__alpha	1
EG11338_RNA__alpha	1
EG11339_RNA__alpha	1
EG11340_RNA__alpha	1
EG11341_RNA__alpha	1
EG11342_RNA__alpha	1
EG11343_RNA__alpha	1
EG11344_RNA__alpha	1
EG11345_RNA__alpha	1
EG11346_RNA__alpha	1
EG11347_RNA__alpha	1
EG11350_RNA__alpha	1
EG11351_RNA__alpha	1
EG11352_RNA__alpha	1
EG11353_RNA__alpha	1
EG11354_RNA__alpha	1
EG11355_RNA__alpha	1
EG11356_RNA__alpha	1
EG11357_RNA__PC00010	0
EG11357_RNA__alpha	1
EG11358_RNA__alpha	1
EG11359_RNA__PD00288	0
EG11359_RNA__alpha	1
EG11360_RNA__alpha	1
EG11361_RNA__alpha	1
EG11362_RNA__alpha	1
EG11363_RNA__alpha	1
EG11364_RNA__alpha	1
EG11366_RNA__alpha	1
EG11367_RNA__alpha	1
EG11368_RNA__alpha	1
EG11369_RNA__alpha	1
EG11370_RNA__alpha	1
EG11371_RNA__alpha	1
EG11372_RNA__alpha	1
EG11373_RNA__alpha	1
EG11374_RNA__alpha	1
EG11375_RNA__CPLX0-7796	0
EG11375_RNA__alpha	1
EG11376_RNA__alpha	1
EG11377_RNA__alpha	1
EG11378_RNA__alpha	1
EG11379_RNA__alpha	1
EG11380_RNA__alpha	1
EG11381_RNA__alpha	1
EG11383_RNA__alpha	1
EG11384_RNA__alpha	1
EG11385_RNA__alpha	1
EG11386_RNA__alpha	1
EG11387_RNA__alpha	1
EG11388_RNA__alpha	1
EG11389_RNA__alpha	1
EG11390_RNA__alpha	1
EG11391_RNA__MONOMER0-155	0
EG11391_RNA__alpha	1
EG11392_RNA__alpha	1
EG11393_RNA__alpha	1
EG11394_RNA__alpha	1
EG11395_RNA__alpha	1
EG11396_RNA__alpha	1
EG11398_RNA__PD00288	0
EG11398_RNA__alpha	1
EG11399_RNA__PD00288	0
EG11399_RNA__alpha	1
EG11400_RNA__PD00288	0
EG11400_RNA__alpha	1
EG11401_RNA__alpha	1
EG11402_RNA__alpha	1
EG11403_RNA__alpha	1
EG11404_RNA__alpha	1
EG11405_RNA__alpha	1
EG11406_RNA__alpha	1
EG11407_RNA__alpha	1
EG11408_RNA__alpha	1
EG11409_RNA__alpha	1
EG11410_RNA__alpha	1
EG11411_RNA__alpha	1
EG11412_RNA__alpha	1
EG11413_RNA__alpha	1
EG11414_RNA__alpha	1
EG11415_RNA__PD00288	0
EG11415_RNA__alpha	1
EG11417_RNA__FNR-4FE-4S-CPLX	0
EG11417_RNA__alpha	1
EG11418_RNA__alpha	1
EG11419_RNA__alpha	1
EG11421_RNA__alpha	1
EG11422_RNA__alpha	1
EG11423_RNA__alpha	1
EG11424_RNA__alpha	1
EG11425_RNA__alpha	1
EG11426_RNA__alpha	1
EG11427_RNA__alpha	1
EG11428_RNA__alpha	1
EG11429_RNA__alpha	1
EG11430_RNA__alpha	1
EG11431_RNA__alpha	1
EG11432_RNA__alpha	1
EG11433_RNA__alpha	1
EG11434_RNA__CPLX0-7705	0
EG11434_RNA__alpha	1
EG11435_RNA__CPLX0-7705	0
EG11435_RNA__alpha	1
EG11436_RNA__alpha	1
EG11437_RNA__alpha	1
EG11438_RNA__alpha	1
EG11439_RNA__alpha	1
EG11440_RNA__alpha	1
EG11441_RNA__alpha	1
EG11442_RNA__alpha	1
EG11443_RNA__alpha	1
EG11444_RNA__alpha	1
EG11445_RNA__alpha	1
EG11447_RNA__alpha	1
EG11448_RNA__CPLX0-7705	0
EG11448_RNA__alpha	1
EG11449_RNA__alpha	1
EG11450_RNA__alpha	1
EG11451_RNA__alpha	1
EG11452_RNA__alpha	1
EG11453_RNA__alpha	1
EG11454_RNA__alpha	1
EG11455_RNA__alpha	1
EG11456_RNA__alpha	1
EG11457_RNA__alpha	1
EG11458_RNA__alpha	1
EG11459_RNA__alpha	1
EG11460_RNA__alpha	1
EG11462_RNA__alpha	1
EG11463_RNA__alpha	1
EG11464_RNA__alpha	1
EG11465_RNA__alpha	1
EG11466_RNA__alpha	1
EG11467_RNA__alpha	1
EG11468_RNA__alpha	1
EG11469_RNA__alpha	1
EG11470_RNA__alpha	1
EG11471_RNA__alpha	1
EG11472_RNA__alpha	1
EG11473_RNA__alpha	1
EG11474_RNA__alpha	1
EG11476_RNA__alpha	1
EG11479_RNA__alpha	1
EG11481_RNA__alpha	1
EG11484_RNA__alpha	1
EG11485_RNA__alpha	1
EG11486_RNA__alpha	1
EG11487_RNA__alpha	1
EG11488_RNA__alpha	1
EG11489_RNA__alpha	1
EG11490_RNA__alpha	1
EG11491_RNA__PC00010	0
EG11491_RNA__alpha	1
EG11492_RNA__alpha	1
EG11493_RNA__alpha	1
EG11494_RNA__alpha	1
EG11495_RNA__PD00288	0
EG11495_RNA__alpha	1
EG11496_RNA__alpha	1
EG11497_RNA__alpha	1
EG11498_RNA__alpha	1
EG11499_RNA__alpha	1
EG11500_RNA__alpha	1
EG11501_RNA__PC00027	0
EG11501_RNA__alpha	1
EG11502_RNA__alpha	1
EG11503_RNA__alpha	1
EG11504_RNA__alpha	1
EG11505_RNA__alpha	1
EG11506_RNA__alpha	1
EG11507_RNA__alpha	1
EG11508_RNA__alpha	1
EG11509_RNA__alpha	1
EG11510_RNA__alpha	1
EG11511_RNA__alpha	1
EG11512_RNA__alpha	1
EG11514_RNA__alpha	1
EG11515_RNA__alpha	1
EG11516_RNA__alpha	1
EG11517_RNA__alpha	1
EG11519_RNA__FNR-4FE-4S-CPLX	0
EG11519_RNA__alpha	1
EG11520_RNA__alpha	1
EG11521_RNA__alpha	1
EG11522_RNA__alpha	1
EG11523_RNA__alpha	1
EG11524_RNA__alpha	1
EG11525_RNA__alpha	1
EG11526_RNA__alpha	1
EG11527_RNA__alpha	1
EG11528_RNA__alpha	1
EG11529_RNA__alpha	1
EG11530_RNA__PHOSPHO-ARCA	0
EG11530_RNA__alpha	1
EG11531_RNA__alpha	1
EG11532_RNA__alpha	1
EG11533_RNA__alpha	1
EG11534_RNA__alpha	1
EG11535_RNA__alpha	1
EG11536_RNA__alpha	1
EG11537_RNA__alpha	1
EG11538_RNA__alpha	1
EG11539_RNA__alpha	1
EG11540_RNA__alpha	1
EG11541_RNA__alpha	1
EG11542_RNA__alpha	1
EG11543_RNA__alpha	1
EG11544_RNA__PD00288	0
EG11544_RNA__alpha	1
EG11545_RNA__alpha	1
EG11546_RNA__alpha	1
EG11547_RNA__alpha	1
EG11548_RNA__alpha	1
EG11549_RNA__alpha	1
EG11551_RNA__alpha	1
EG11552_RNA__alpha	1
EG11553_RNA__alpha	1
